id	SNR	n_genes	n_samples	genes	samples	direction	genes_up	genes_down	gene_indexes	sample_indexes
57	1.8268553301381256	3	19	ENSG00000153157|SYCP2L ENSG00000230606|APPAT ENSG00000253865|ENSG00000253865	healthy-6620-p_6 healthy-6658-p_22 healthy-6667-p_49 healthy-6688-p_56 healthy-6743-p_63 healthy-6818-p_59 healthy-6819-p_19 healthy-6968-p_15 pah-6712-p_17 pah-6744-p_2 pah-6751-p_24 pah-6863-p_3 pah-6904-p_25 pah-6958-p_40 ph-lung-6678-p_42 ph-lung-6748-p_43 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6912-p_65	UP	ENSG00000153157|SYCP2L ENSG00000230606|APPAT ENSG00000253865|ENSG00000253865		14245 15328 15537	0 2 3 4 7 8 9 10 15 18 21 24 25 29 33 36 37 43 44
58	1.8252868584277617	22	22	ENSG00000086758|HUWE1 ENSG00000096070|BRPF3 ENSG00000099381|SETD1A ENSG00000100888|CHD8 ENSG00000102974|CTCF ENSG00000107960|STN1 ENSG00000108021|TASOR2 ENSG00000110367|DDX6 ENSG00000124203|ZNF831 ENSG00000127311|HELB ENSG00000137492|THAP12 ENSG00000160218|TRAPPC10 ENSG00000166341|DCHS1 ENSG00000169180|XPO6 ENSG00000173821|RNF213 ENSG00000175455|CCDC14 ENSG00000177932|ZNF354C ENSG00000184517|ZFP1 ENSG00000197102|DYNC1H1 ENSG00000198743|SLC5A3 ENSG00000211788|TRAV13-1 ENSG00000260007|ENSG00000260007	healthy-6655-p_27 healthy-6743-p_63 healthy-6818-p_59 healthy-6819-p_19 pah-6634-p_28 pah-6744-p_2 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6890-p_47 pah-6922-p_35 pah-6958-p_40 ph-lung-6748-p_43 ph-lung-6822-p_18 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6932-p_21 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6976-p_12 ph-lung-6980-p_26	DOWN		ENSG00000086758|HUWE1 ENSG00000096070|BRPF3 ENSG00000099381|SETD1A ENSG00000100888|CHD8 ENSG00000102974|CTCF ENSG00000107960|STN1 ENSG00000108021|TASOR2 ENSG00000110367|DDX6 ENSG00000124203|ZNF831 ENSG00000127311|HELB ENSG00000137492|THAP12 ENSG00000160218|TRAPPC10 ENSG00000166341|DCHS1 ENSG00000169180|XPO6 ENSG00000173821|RNF213 ENSG00000175455|CCDC14 ENSG00000177932|ZNF354C ENSG00000184517|ZFP1 ENSG00000197102|DYNC1H1 ENSG00000198743|SLC5A3 ENSG00000211788|TRAV13-1 ENSG00000260007|ENSG00000260007	5 155 382 529 1070 1142 2514 2727 3048 3810 3860 4054 4814 5311 5782 8515 9011 9758 9904 10333 11967 13415	1 3 4 10 18 19 20 21 22 24 26 28 33 37 41 43 44 45 46 47 48 49
59	1.8211796322624212	2	15	ENSG00000125900|SIRPD ENSG00000172123|SLFN12	healthy-6655-p_27 healthy-6819-p_19 pah-6691-p_23 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6922-p_35 pah-6958-p_40 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6747-p_46 ph-lung-6754-p_20 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6932-p_21	UP	ENSG00000125900|SIRPD ENSG00000172123|SLFN12		7927 13910	1 4 18 20 21 23 26 28 32 33 34 35 39 44 45
60	1.820086369324267	2	23	ENSG00000178163|ZNF518B ENSG00000240445|FOXO3B	healthy-6655-p_27 healthy-6688-p_56 healthy-6743-p_63 healthy-6818-p_59 healthy-6819-p_19 pah-6608-p_16 pah-6634-p_28 pah-6744-p_2 pah-6803-p_50 pah-6824-p_34 pah-6863-p_3 pah-6890-p_47 pah-6922-p_35 pah-6958-p_40 ph-lung-6678-p_42 ph-lung-6689-p_29 ph-lung-6748-p_43 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6932-p_21 ph-lung-6952-p_36 ph-lung-6976-p_12 ph-lung-6980-p_26	DOWN		ENSG00000178163|ZNF518B ENSG00000240445|FOXO3B	7471 13160	1 3 4 9 10 12 16 18 19 20 21 22 24 26 31 36 37 43 44 45 47 48 49
61	1.817648937085106	2	21	ENSG00000052841|TTC17 ENSG00000177606|JUN	healthy-6818-p_59 healthy-6819-p_19 healthy-6935-p_54 healthy-6960-p_32 healthy-6968-p_15 pah-6712-p_17 pah-6744-p_2 pah-6872-p_4 pah-6890-p_47 pah-6904-p_25 pah-6922-p_35 pah-6942-p_9 pah-6958-p_40 ph-lung-6822-p_18 ph-lung-6825-p_52 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6932-p_21 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6980-p_26	DOWN		ENSG00000052841|TTC17 ENSG00000177606|JUN	391 1088	3 4 5 6 7 15 19 20 21 24 27 29 30 33 41 42 44 45 46 47 49
62	1.808283364771632	6	8	ENSG00000171316|CHD7 ENSG00000244641|RPS26P43 ENSG00000279430|ENSG00000279430 ENSG00000288839|ENSG00000288839 ENSG00000289601|ENSG00000289601 ENSG00000291001|ENSG00000291001	healthy-6667-p_49 healthy-6818-p_59 pah-6634-p_28 pah-6637-p_41 ph-lung-6678-p_42 ph-lung-6748-p_43 ph-lung-6749-p_57 ph-lung-6976-p_12	UP	ENSG00000171316|CHD7 ENSG00000244641|RPS26P43 ENSG00000279430|ENSG00000279430 ENSG00000288839|ENSG00000288839 ENSG00000289601|ENSG00000289601 ENSG00000291001|ENSG00000291001		3885 13146 15142 15197 15545 16088	2 3 13 22 36 37 38 48
63	1.8062627634848327	4	23	ENSG00000119401|TRIM32 ENSG00000155961|RAB39B ENSG00000186462|NAP1L2 ENSG00000248049|UBA6-DT	healthy-6620-p_6 healthy-6655-p_27 healthy-6658-p_22 healthy-6818-p_59 healthy-6819-p_19 pah-6634-p_28 pah-6637-p_41 pah-6691-p_23 pah-6744-p_2 pah-6751-p_24 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6890-p_47 pah-6922-p_35 pah-6958-p_40 ph-lung-6678-p_42 ph-lung-6689-p_29 ph-lung-6748-p_43 ph-lung-6749-p_57 ph-lung-6885-p_58 ph-lung-6932-p_21 ph-lung-6976-p_12	DOWN		ENSG00000119401|TRIM32 ENSG00000155961|RAB39B ENSG00000186462|NAP1L2 ENSG00000248049|UBA6-DT	8775 9917 9983 10918	0 1 3 4 8 13 18 19 20 21 22 23 24 25 26 28 31 36 37 38 43 45 48
64	1.8054186696174512	11	6	ENSG00000011590|ZBTB32 ENSG00000105974|CAV1 ENSG00000211651|IGLV1-44 ENSG00000211659|IGLV3-25 ENSG00000211933|IGHV6-1 ENSG00000211935|IGHV1-3 ENSG00000211945|IGHV1-18 ENSG00000211950|IGHV1-24 ENSG00000222037|IGLC6 ENSG00000232216|IGHV3-43 ENSG00000290027|ENSG00000290027	pah-6608-p_16 pah-6660-p_13 pah-6824-p_34 pah-6890-p_47 ph-lung-6825-p_52 ph-lung-6949-p_66	UP	ENSG00000011590|ZBTB32 ENSG00000105974|CAV1 ENSG00000211651|IGLV1-44 ENSG00000211659|IGLV3-25 ENSG00000211933|IGHV6-1 ENSG00000211935|IGHV1-3 ENSG00000211945|IGHV1-18 ENSG00000211950|IGHV1-24 ENSG00000222037|IGLC6 ENSG00000232216|IGHV3-43 ENSG00000290027|ENSG00000290027		11368 11550 11834 12553 12682 13428 14181 14761 16017 16048 16058	12 14 19 26 42 46
65	1.800210143640909	2	25	ENSG00000164574|GALNT10 ENSG00000196810|CTBP1-DT	healthy-6620-p_6 healthy-6655-p_27 healthy-6658-p_22 healthy-6688-p_56 healthy-6884-p_64 healthy-6935-p_54 healthy-6960-p_32 healthy-6968-p_15 pah-6608-p_16 pah-6637-p_41 pah-6660-p_13 pah-6691-p_23 pah-6803-p_50 pah-6858-p_7 pah-6872-p_4 pah-6942-p_9 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6747-p_46 ph-lung-6754-p_20 ph-lung-6755-p_1 ph-lung-6825-p_52 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6980-p_26	UP	ENSG00000164574|GALNT10 ENSG00000196810|CTBP1-DT		2232 6854	0 1 5 6 7 8 9 11 12 13 14 16 17 23 27 30 32 34 35 39 40 42 46 47 49
66	1.795807350647536	2	22	ENSG00000151849|CENPJ ENSG00000168283|BMI1	healthy-6658-p_22 healthy-6667-p_49 healthy-6688-p_56 healthy-6743-p_63 healthy-6884-p_64 healthy-6960-p_32 pah-6608-p_16 pah-6637-p_41 pah-6660-p_13 pah-6751-p_24 pah-6803-p_50 pah-6872-p_4 pah-6942-p_9 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6747-p_46 ph-lung-6754-p_20 ph-lung-6755-p_1 ph-lung-6912-p_65 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6980-p_26	UP	ENSG00000151849|CENPJ ENSG00000168283|BMI1		6295 8832	2 6 8 9 10 11 12 13 14 16 25 27 30 32 33 34 35 39 40 46 47 49
67	1.7910472789427294	4	8	ENSG00000109819|PPARGC1A ENSG00000160111|CPAMD8 ENSG00000163697|APBB2 ENSG00000264204|AGAP7P	healthy-6620-p_6 pah-6691-p_23 pah-6875-p_60 pah-6922-p_35 pah-6958-p_40 ph-lung-6678-p_42 ph-lung-6885-p_58 ph-lung-6912-p_65	UP	ENSG00000109819|PPARGC1A ENSG00000160111|CPAMD8 ENSG00000163697|APBB2 ENSG00000264204|AGAP7P		6790 14996 15045 15993	0 20 21 23 28 33 36 43
68	1.7904358669642395	8	23	ENSG00000031691|CENPQ ENSG00000034533|ASTE1 ENSG00000116133|DHCR24 ENSG00000162623|TYW3 ENSG00000196455|PIK3R4 ENSG00000204611|ZNF616 ENSG00000249673|NOP14-AS1 ENSG00000276405|TRBV13	healthy-6620-p_6 healthy-6667-p_49 healthy-6743-p_63 healthy-6884-p_64 healthy-6935-p_54 healthy-6960-p_32 pah-6660-p_13 pah-6712-p_17 pah-6803-p_50 pah-6858-p_7 pah-6872-p_4 pah-6875-p_60 pah-6942-p_9 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6747-p_46 ph-lung-6754-p_20 ph-lung-6755-p_1 ph-lung-6825-p_52 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6949-p_66 ph-lung-6980-p_26	UP	ENSG00000031691|CENPQ ENSG00000034533|ASTE1 ENSG00000116133|DHCR24 ENSG00000162623|TYW3 ENSG00000196455|PIK3R4 ENSG00000204611|ZNF616 ENSG00000249673|NOP14-AS1 ENSG00000276405|TRBV13		6333 6833 8841 8868 9336 10407 11385 14366	0 2 5 6 10 11 14 15 16 17 27 28 30 32 33 34 35 39 40 42 44 46 49
69	1.7896860125906502	9	13	ENSG00000036448|MYOM2 ENSG00000092295|TGM1 ENSG00000125787|GNRH2 ENSG00000214193|SH3D21 ENSG00000224097|ENSG00000224097 ENSG00000230778|ANKRD63 ENSG00000263874|LINC00672 ENSG00000278942|ENSG00000278942 ENSG00000279453|ENSG00000279453	healthy-6620-p_6 healthy-6655-p_27 healthy-6667-p_49 healthy-6688-p_56 healthy-6743-p_63 pah-6660-p_13 pah-6744-p_2 pah-6751-p_24 pah-6803-p_50 pah-6904-p_25 ph-lung-6678-p_42 ph-lung-6755-p_1 ph-lung-6885-p_58	UP	ENSG00000036448|MYOM2 ENSG00000092295|TGM1 ENSG00000125787|GNRH2 ENSG00000214193|SH3D21 ENSG00000224097|ENSG00000224097 ENSG00000230778|ANKRD63 ENSG00000263874|LINC00672 ENSG00000278942|ENSG00000278942 ENSG00000279453|ENSG00000279453		7106 7926 9861 10741 11163 14598 14747 15084 15375	0 1 2 9 10 14 16 24 25 29 36 40 43
70	1.7854728217820532	8	24	ENSG00000081237|PTPRC ENSG00000082805|ERC1 ENSG00000100345|MYH9 ENSG00000102034|ELF4 ENSG00000110514|MADD ENSG00000126746|ZNF384 ENSG00000167182|SP2 ENSG00000181222|POLR2A	healthy-6655-p_27 healthy-6743-p_63 healthy-6818-p_59 healthy-6819-p_19 healthy-6935-p_54 healthy-6968-p_15 pah-6660-p_13 pah-6744-p_2 pah-6863-p_3 pah-6890-p_47 pah-6904-p_25 pah-6922-p_35 pah-6942-p_9 pah-6958-p_40 ph-lung-6748-p_43 ph-lung-6822-p_18 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6932-p_21 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6976-p_12 ph-lung-6980-p_26	DOWN		ENSG00000081237|PTPRC ENSG00000082805|ERC1 ENSG00000100345|MYH9 ENSG00000102034|ELF4 ENSG00000110514|MADD ENSG00000126746|ZNF384 ENSG00000167182|SP2 ENSG00000181222|POLR2A	4 17 517 732 1209 2136 5040 6485	1 3 4 5 7 10 14 18 19 20 21 24 29 30 33 37 41 43 44 45 46 47 48 49
71	1.783903961171448	2	21	ENSG00000010295|IFFO1 ENSG00000168010|ATG16L2	healthy-6655-p_27 healthy-6658-p_22 healthy-6688-p_56 healthy-6819-p_19 healthy-6968-p_15 pah-6608-p_16 pah-6637-p_41 pah-6691-p_23 pah-6744-p_2 pah-6751-p_24 pah-6803-p_50 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6904-p_25 pah-6922-p_35 pah-6958-p_40 ph-lung-6678-p_42 ph-lung-6689-p_29 ph-lung-6885-p_58 ph-lung-6932-p_21	UP	ENSG00000010295|IFFO1 ENSG00000168010|ATG16L2		53 723	1 4 7 8 9 12 13 16 18 20 21 23 24 25 26 28 29 31 36 43 45
72	1.7829146824596376	16	7	ENSG00000010704|HFE ENSG00000085741|WNT11 ENSG00000115590|IL1R2 ENSG00000122420|PTGFR ENSG00000129596|CDO1 ENSG00000162817|C1orf115 ENSG00000171236|LRG1 ENSG00000181885|CLDN7 ENSG00000183621|ZNF438 ENSG00000196872|CRACDL ENSG00000213557|ENSG00000213557 ENSG00000228058|LINC01736 ENSG00000255801|ENSG00000255801 ENSG00000258227|CLEC5A ENSG00000272870|SAP30-DT ENSG00000282608|ADORA3	pah-6863-p_3 pah-6875-p_60 pah-6922-p_35 pah-6958-p_40 ph-lung-6662-p_55 ph-lung-6825-p_52 ph-lung-6932-p_21	UP	ENSG00000010704|HFE ENSG00000085741|WNT11 ENSG00000115590|IL1R2 ENSG00000122420|PTGFR ENSG00000129596|CDO1 ENSG00000162817|C1orf115 ENSG00000171236|LRG1 ENSG00000181885|CLDN7 ENSG00000183621|ZNF438 ENSG00000196872|CRACDL ENSG00000213557|ENSG00000213557 ENSG00000228058|LINC01736 ENSG00000255801|ENSG00000255801 ENSG00000258227|CLEC5A ENSG00000272870|SAP30-DT ENSG00000282608|ADORA3		7068 8248 9072 10213 10643 10791 11617 12432 13084 13380 14553 14779 15709 15719 15857 16084	18 20 21 28 35 42 45
73	1.7800594999554848	5	18	ENSG00000099864|PALM ENSG00000162994|CLHC1 ENSG00000204084|INPP5B ENSG00000237541|HLA-DQA2 ENSG00000290878|HLA-DRB6	healthy-6743-p_63 healthy-6960-p_32 pah-6608-p_16 pah-6637-p_41 pah-6744-p_2 pah-6824-p_34 pah-6863-p_3 pah-6872-p_4 pah-6890-p_47 ph-lung-6689-p_29 ph-lung-6747-p_46 ph-lung-6748-p_43 ph-lung-6749-p_57 ph-lung-6822-p_18 ph-lung-6898-p_8 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6976-p_12	UP	ENSG00000099864|PALM ENSG00000162994|CLHC1 ENSG00000204084|INPP5B ENSG00000237541|HLA-DQA2 ENSG00000290878|HLA-DRB6		4217 10460 10823 10830 14526	6 10 12 13 18 19 24 26 27 31 32 37 38 41 44 46 47 48
74	1.7750994068593253	3	21	ENSG00000136270|TBRG4 ENSG00000241370|RPP21 ENSG00000255389|ENSG00000255389	healthy-6667-p_49 healthy-6688-p_56 healthy-6743-p_63 healthy-6818-p_59 healthy-6884-p_64 healthy-6935-p_54 healthy-6960-p_32 healthy-6968-p_15 pah-6608-p_16 pah-6712-p_17 pah-6744-p_2 pah-6863-p_3 pah-6890-p_47 pah-6904-p_25 pah-6942-p_9 ph-lung-6748-p_43 ph-lung-6755-p_1 ph-lung-6822-p_18 ph-lung-6898-p_8 ph-lung-6952-p_36 ph-lung-6980-p_26	UP	ENSG00000136270|TBRG4 ENSG00000241370|RPP21 ENSG00000255389|ENSG00000255389		2512 10141 11615	2 3 5 6 7 9 10 11 12 15 18 19 24 29 30 37 40 41 44 47 49
75	1.7732536531448826	2	19	ENSG00000238039|ENSG00000238039 ENSG00000275772|ENSG00000275772	healthy-6658-p_22 healthy-6688-p_56 healthy-6884-p_64 healthy-6935-p_54 pah-6608-p_16 pah-6634-p_28 pah-6637-p_41 pah-6660-p_13 pah-6744-p_2 pah-6858-p_7 pah-6922-p_35 ph-lung-6747-p_46 ph-lung-6754-p_20 ph-lung-6755-p_1 ph-lung-6912-p_65 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6976-p_12 ph-lung-6980-p_26	UP	ENSG00000238039|ENSG00000238039 ENSG00000275772|ENSG00000275772		14401 14886	5 8 9 11 12 13 14 17 20 22 24 32 33 39 40 46 47 48 49
76	1.7720449989595	5	12	ENSG00000135069|PSAT1 ENSG00000167325|RRM1 ENSG00000196584|XRCC2 ENSG00000204110|LINC02520 ENSG00000272636|DOC2B	healthy-6667-p_49 healthy-6935-p_54 pah-6660-p_13 ph-lung-6649-p_33 ph-lung-6747-p_46 ph-lung-6755-p_1 ph-lung-6822-p_18 ph-lung-6825-p_52 ph-lung-6912-p_65 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6980-p_26	UP	ENSG00000135069|PSAT1 ENSG00000167325|RRM1 ENSG00000196584|XRCC2 ENSG00000204110|LINC02520 ENSG00000272636|DOC2B		7050 12117 13874 14428 14754	2 5 14 32 33 34 40 41 42 46 47 49
77	1.7708552739246035	3	22	ENSG00000128654|MTX2 ENSG00000251615|ENSG00000251615 ENSG00000278983|ENSG00000278983	healthy-6655-p_27 healthy-6743-p_63 healthy-6818-p_59 healthy-6819-p_19 healthy-6935-p_54 pah-6660-p_13 pah-6863-p_3 pah-6890-p_47 pah-6904-p_25 pah-6922-p_35 pah-6942-p_9 pah-6958-p_40 ph-lung-6748-p_43 ph-lung-6755-p_1 ph-lung-6825-p_52 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6932-p_21 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6980-p_26	UP	ENSG00000128654|MTX2 ENSG00000251615|ENSG00000251615 ENSG00000278983|ENSG00000278983		9087 11045 12920	1 3 4 5 10 14 18 19 20 21 29 30 33 37 40 42 43 44 45 46 47 49
78	1.7672764141028678	10	17	ENSG00000100304|TTLL12 ENSG00000104918|RETN ENSG00000106853|PTGR1 ENSG00000107902|LHPP ENSG00000108528|SLC25A11 ENSG00000126067|PSMB2 ENSG00000128311|TST ENSG00000138639|ARHGAP24 ENSG00000228594|FNDC10 ENSG00000241258|CRCP	healthy-6620-p_6 healthy-6655-p_27 healthy-6818-p_59 healthy-6819-p_19 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6890-p_47 pah-6922-p_35 pah-6958-p_40 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6748-p_43 ph-lung-6825-p_52 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6932-p_21	UP	ENSG00000100304|TTLL12 ENSG00000104918|RETN ENSG00000106853|PTGR1 ENSG00000107902|LHPP ENSG00000108528|SLC25A11 ENSG00000126067|PSMB2 ENSG00000128311|TST ENSG00000138639|ARHGAP24 ENSG00000228594|FNDC10 ENSG00000241258|CRCP		3650 4598 5082 5977 6613 7330 8766 9549 9634 15502	0 1 3 4 18 19 20 21 26 28 34 35 37 42 43 44 45
79	1.766988194254593	2	23	ENSG00000131148|EMC8 ENSG00000174564|IL20RB	healthy-6620-p_6 healthy-6655-p_27 healthy-6667-p_49 healthy-6688-p_56 healthy-6743-p_63 healthy-6818-p_59 healthy-6819-p_19 pah-6660-p_13 pah-6744-p_2 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6890-p_47 pah-6922-p_35 pah-6942-p_9 pah-6958-p_40 ph-lung-6748-p_43 ph-lung-6822-p_18 ph-lung-6885-p_58 ph-lung-6912-p_65 ph-lung-6932-p_21 ph-lung-6952-p_36 ph-lung-6976-p_12	UP	ENSG00000131148|EMC8 ENSG00000174564|IL20RB		5896 12658	0 1 2 3 4 9 10 14 18 19 20 21 24 26 28 30 33 37 41 43 45 47 48
80	1.766468819012019	2	24	ENSG00000227370|ENSG00000227370 ENSG00000237037|NDUFA6-DT	healthy-6620-p_6 healthy-6655-p_27 healthy-6818-p_59 healthy-6819-p_19 pah-6634-p_28 pah-6660-p_13 pah-6691-p_23 pah-6712-p_17 pah-6744-p_2 pah-6751-p_24 pah-6803-p_50 pah-6824-p_34 pah-6875-p_60 pah-6890-p_47 pah-6904-p_25 pah-6958-p_40 ph-lung-6649-p_33 ph-lung-6747-p_46 ph-lung-6748-p_43 ph-lung-6749-p_57 ph-lung-6932-p_21 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6976-p_12	DOWN		ENSG00000227370|ENSG00000227370 ENSG00000237037|NDUFA6-DT	12408 15396	0 1 3 4 14 15 16 19 21 22 23 24 25 26 28 29 32 34 37 38 45 46 47 48
81	1.7629915143080663	2	23	ENSG00000163904|SENP2 ENSG00000227946|INO80D-AS2	healthy-6658-p_22 healthy-6688-p_56 healthy-6935-p_54 healthy-6960-p_32 healthy-6968-p_15 pah-6608-p_16 pah-6637-p_41 pah-6691-p_23 pah-6858-p_7 pah-6875-p_60 pah-6904-p_25 pah-6942-p_9 pah-6958-p_40 ph-lung-6747-p_46 ph-lung-6749-p_57 ph-lung-6754-p_20 ph-lung-6825-p_52 ph-lung-6885-p_58 ph-lung-6912-p_65 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6976-p_12 ph-lung-6980-p_26	UP	ENSG00000163904|SENP2 ENSG00000227946|INO80D-AS2		5542 11064	5 6 7 8 9 12 13 17 21 23 28 29 30 32 33 38 39 42 43 46 47 48 49
82	1.762581697614344	4	24	ENSG00000111726|CMAS ENSG00000114209|PDCD10 ENSG00000150776|NKAPD1 ENSG00000169019|COMMD8	healthy-6620-p_6 healthy-6818-p_59 healthy-6819-p_19 pah-6744-p_2 pah-6824-p_34 pah-6863-p_3 pah-6872-p_4 pah-6875-p_60 pah-6890-p_47 pah-6922-p_35 pah-6942-p_9 pah-6958-p_40 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6747-p_46 ph-lung-6754-p_20 ph-lung-6755-p_1 ph-lung-6825-p_52 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6932-p_21 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6980-p_26	UP	ENSG00000111726|CMAS ENSG00000114209|PDCD10 ENSG00000150776|NKAPD1 ENSG00000169019|COMMD8		5725 6032 6530 7563	0 3 4 18 19 20 21 24 26 27 28 30 32 33 34 35 39 40 42 44 45 46 47 49
83	1.7561890442976382	3	5	ENSG00000115457|IGFBP2 ENSG00000170412|GPRC5C ENSG00000227232|WASH7P	healthy-6620-p_6 healthy-6655-p_27 healthy-6688-p_56 pah-6958-p_40 ph-lung-6976-p_12	UP	ENSG00000115457|IGFBP2 ENSG00000170412|GPRC5C ENSG00000227232|WASH7P		12339 12882 16082	0 1 9 21 48
84	1.7426764264451942	2	13	ENSG00000132329|RAMP1 ENSG00000197647|ZNF433	healthy-6655-p_27 healthy-6667-p_49 healthy-6818-p_59 pah-6634-p_28 pah-6751-p_24 pah-6890-p_47 pah-6904-p_25 pah-6922-p_35 pah-6942-p_9 ph-lung-6689-p_29 ph-lung-6748-p_43 ph-lung-6755-p_1 ph-lung-6949-p_66	UP	ENSG00000132329|RAMP1 ENSG00000197647|ZNF433		13194 14771	1 2 3 19 20 22 25 29 30 31 37 40 46
85	1.7403910233596507	2	24	ENSG00000271943|ENSG00000271943 ENSG00000280279|LINC02887	healthy-6620-p_6 healthy-6688-p_56 healthy-6819-p_19 healthy-6935-p_54 healthy-6960-p_32 healthy-6968-p_15 pah-6660-p_13 pah-6691-p_23 pah-6744-p_2 pah-6751-p_24 pah-6875-p_60 pah-6904-p_25 pah-6922-p_35 pah-6942-p_9 pah-6958-p_40 ph-lung-6649-p_33 ph-lung-6689-p_29 ph-lung-6747-p_46 ph-lung-6749-p_57 ph-lung-6825-p_52 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6949-p_66 ph-lung-6976-p_12	UP	ENSG00000271943|ENSG00000271943 ENSG00000280279|LINC02887		14171 15855	0 4 5 6 7 9 14 20 21 23 24 25 28 29 30 31 32 33 34 38 42 44 46 48
86	1.7394150331489995	13	17	ENSG00000050555|LAMC3 ENSG00000070087|PFN2 ENSG00000074276|CDHR2 ENSG00000092068|SLC7A8 ENSG00000110881|ASIC1 ENSG00000150967|ABCB9 ENSG00000158859|ADAMTS4 ENSG00000181690|PLAG1 ENSG00000189283|FHIT ENSG00000204314|PRRT1 ENSG00000242686|PDE6B-AS1 ENSG00000281106|TMEM272 ENSG00000287510|ENSG00000287510	healthy-6667-p_49 healthy-6743-p_63 healthy-6935-p_54 healthy-6960-p_32 pah-6634-p_28 pah-6712-p_17 pah-6744-p_2 pah-6751-p_24 pah-6858-p_7 pah-6863-p_3 pah-6904-p_25 ph-lung-6678-p_42 ph-lung-6748-p_43 ph-lung-6755-p_1 ph-lung-6822-p_18 ph-lung-6885-p_58 ph-lung-6912-p_65	UP	ENSG00000050555|LAMC3 ENSG00000070087|PFN2 ENSG00000074276|CDHR2 ENSG00000092068|SLC7A8 ENSG00000110881|ASIC1 ENSG00000150967|ABCB9 ENSG00000158859|ADAMTS4 ENSG00000181690|PLAG1 ENSG00000189283|FHIT ENSG00000204314|PRRT1 ENSG00000242686|PDE6B-AS1 ENSG00000281106|TMEM272 ENSG00000287510|ENSG00000287510		6018 10662 11525 11684 12995 13094 13463 13825 14024 14320 14663 15000 15541	2 5 6 10 15 17 18 22 24 25 29 33 36 37 40 41 43
87	1.7394020833703634	3	21	ENSG00000125827|TMX4 ENSG00000143319|ISG20L2 ENSG00000159784|FAM131B	healthy-6658-p_22 healthy-6667-p_49 healthy-6688-p_56 healthy-6743-p_63 healthy-6818-p_59 healthy-6819-p_19 healthy-6960-p_32 pah-6634-p_28 pah-6744-p_2 pah-6751-p_24 pah-6824-p_34 pah-6863-p_3 pah-6890-p_47 pah-6904-p_25 pah-6922-p_35 ph-lung-6678-p_42 ph-lung-6748-p_43 ph-lung-6822-p_18 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6932-p_21	DOWN		ENSG00000125827|TMX4 ENSG00000143319|ISG20L2 ENSG00000159784|FAM131B	2165 4824 11922	2 3 4 6 8 9 10 18 19 20 22 24 25 26 29 36 37 41 43 44 45
